metric_code,date_time,week_num,value,location,status
fwater_ph,2025-07-12,2025-28,,GH1,non-numeric
fwater_ph,2025-07-13,2025-28,,GH1,non-numeric
fwater_ph,2025-07-14,2025-29,,GH1,non-numeric
fwater_ph,2025-07-15,2025-29,,GH1,non-numeric
fwater_ph,2025-07-16,2025-29,,GH1,non-numeric
fwater_ph,2025-07-17,2025-29,,GH1,non-numeric
fwater_ph,2025-07-18,2025-29,,GH1,non-numeric
fwater_ph,2025-07-19,2025-29,,GH1,non-numeric
fwater_ph,2025-07-20,2025-29,,GH1,non-numeric
fwater_ph,2025-07-21,2025-30,,GH1,non-numeric
fwater_ph,2025-07-22,2025-30,,GH1,non-numeric
fwater_ph,2025-07-23,2025-30,,GH1,non-numeric
fwater_ph,2025-07-24,2025-30,,GH1,non-numeric
fwater_ph,2025-07-25,2025-30,,GH1,non-numeric
fwater_ph,2025-07-26,2025-30,,GH1,non-numeric
fwater_ph,2025-07-27,2025-30,,GH1,non-numeric
fwater_ph,2025-07-28,2025-31,,GH1,non-numeric
fwater_ph,2025-07-29,2025-31,,GH1,non-numeric
fwater_ph,2025-07-30,2025-31,,GH1,non-numeric
fwater_ph,2025-07-31,2025-31,,GH1,non-numeric
fwater_ph,2025-08-01,2025-31,,GH1,non-numeric
fwater_ph,2025-08-02,2025-31,,GH1,non-numeric
