id,resource_tag,program_id,crop_id,group_tag,weekly_harvest_channels,alloc_date,seeding_date,target_seedlings,transplant_date,harvest_date,activity_status,seeding_rows,harvest_units,harvest_week_num,kg_harvested,units_harvested
2624,PNQ-GH2,894,20,2025-09,11,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,375,2025-03-20 00:00:00+00,2025-04-24 00:00:00+00,PGM_SIMULATION,22,341,2025-17,7.3,496
2625,PNQ-GH2,894,20,2025-10,11,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,375,2025-03-27 00:00:00+00,2025-05-01 00:00:00+00,PGM_SIMULATION,22,341,2025-18,4.5,384
2626,PNQ-GH2,894,20,2025-01,11,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,375,2025-01-23 00:00:00+00,2025-02-27 00:00:00+00,PGM_SIMULATION,22,341,2025-09,,
2627,PNQ-GH2,894,20,2025-02,11,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,375,2025-01-30 00:00:00+00,2025-03-06 00:00:00+00,PGM_SIMULATION,22,341,2025-10,16.1,310
2628,PNQ-GH2,894,20,2025-03,11,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,375,2025-02-06 00:00:00+00,2025-03-13 00:00:00+00,PGM_SIMULATION,22,341,2025-11,21.7,589
2629,PNQ-GH2,894,20,2025-04,11,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,375,2025-02-13 00:00:00+00,2025-03-20 00:00:00+00,PGM_SIMULATION,22,341,2025-12,12.6,372
2630,PNQ-GH2,894,20,2025-05,11,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,375,2025-02-20 00:00:00+00,2025-03-27 00:00:00+00,PGM_SIMULATION,22,341,2025-13,10.7,248
2631,PNQ-GH2,894,20,2024-48,11,2025-05-15 00:00:00+00,2024-11-25 00:00:00+00,375,2024-12-19 00:00:00+00,2025-01-23 00:00:00+00,PGM_SIMULATION,22,341,2025-04,,
2632,PNQ-GH2,894,20,2024-49,11,2025-05-15 00:00:00+00,2024-12-02 00:00:00+00,375,2024-12-26 00:00:00+00,2025-01-30 00:00:00+00,PGM_SIMULATION,22,341,2025-05,,
2633,PNQ-GH2,894,20,2024-50,11,2025-05-15 00:00:00+00,2024-12-09 00:00:00+00,375,2025-01-02 00:00:00+00,2025-02-06 00:00:00+00,PGM_SIMULATION,22,341,2025-06,,
2634,PNQ-GH2,894,20,2024-51,11,2025-05-15 00:00:00+00,2024-12-16 00:00:00+00,375,2025-01-09 00:00:00+00,2025-02-13 00:00:00+00,PGM_SIMULATION,22,341,2025-07,,
2635,PNQ-GH2,894,20,2024-52,11,2025-05-15 00:00:00+00,2024-12-23 00:00:00+00,375,2025-01-16 00:00:00+00,2025-02-20 00:00:00+00,PGM_SIMULATION,22,341,2025-08,,
2636,PNQ-GH2,902,22,2025-18,4,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,136,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,8,124,2025-24,,
2637,PNQ-GH2,902,22,2025-19,4,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,136,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,8,124,2025-25,,
2638,PNQ-GH2,902,22,2025-20,4,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,136,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,8,124,2025-26,,
2639,PNQ-GH2,902,22,2025-15,4,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,136,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,8,124,2025-21,4.2,124
2640,PNQ-GH2,902,22,2025-16,4,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,136,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,8,124,2025-22,8.2,201
2641,PNQ-GH2,902,22,2025-17,4,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,136,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,8,124,2025-23,,
2642,PNQ-GH2,902,22,2025-12,4,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,136,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,8,124,2025-18,1.5,31
2643,PNQ-GH2,902,22,2025-13,4,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,136,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,8,124,2025-19,6.5,250
2644,PNQ-GH2,902,22,2025-14,4,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,136,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,8,124,2025-20,4.7,124
2645,PNQ-GH2,902,22,2025-09,4,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,136,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,8,124,2025-15,1.1,62
2646,PNQ-GH2,902,22,2025-10,4,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,136,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,8,124,2025-16,,
2647,PNQ-GH2,902,22,2025-11,4,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,136,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,8,124,2025-17,3.5,93
2648,PNQ-GH2,902,22,2025-06,4,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,136,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,8,124,2025-12,2.6,93
2649,PNQ-GH2,902,22,2025-07,4,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,136,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,8,124,2025-13,,
2650,PNQ-GH2,902,22,2025-08,4,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,136,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,8,124,2025-14,,
2651,PNQ-GH2,902,22,2025-03,4,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,136,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,8,124,2025-09,,
2652,PNQ-GH2,902,22,2025-04,4,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,136,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,8,124,2025-10,,
2653,PNQ-GH2,902,22,2025-05,4,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,136,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,8,124,2025-11,,
2654,PNQ-GH2,900,23,2025-17,2,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,68,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,4,62,2025-25,,
2655,PNQ-GH2,900,23,2025-18,2,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,68,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,4,62,2025-26,,
2656,PNQ-GH2,900,23,2025-19,2,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,68,2025-06-02 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,4,62,2025-27,,
2657,PNQ-GH2,900,23,2025-20,2,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,68,2025-06-09 00:00:00+00,2025-07-07 00:00:00+00,PGM_SIMULATION,4,62,2025-28,,
2658,PNQ-GH2,900,23,2025-13,2,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,68,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,4,62,2025-21,,
2659,PNQ-GH2,900,23,2025-14,2,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,68,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,4,62,2025-22,,
2660,PNQ-GH2,900,23,2025-15,2,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,68,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,4,62,2025-23,,
2661,PNQ-GH2,900,23,2025-16,2,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,68,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,4,62,2025-24,,
2662,PNQ-GH2,900,23,2025-09,2,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,68,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,4,62,2025-17,,
2663,PNQ-GH2,900,23,2025-10,2,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,68,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,4,62,2025-18,,
2664,PNQ-GH2,900,23,2025-11,2,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,68,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,4,62,2025-19,,
2665,PNQ-GH2,900,23,2025-12,2,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,68,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,4,62,2025-20,0.2,155
2666,PNQ-GH2,900,23,2025-05,2,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,68,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,4,62,2025-13,0.4,31
2667,PNQ-GH2,900,23,2025-06,2,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,68,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,4,62,2025-14,,
2668,PNQ-GH2,900,23,2025-07,2,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,68,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,4,62,2025-15,0.4,155
2669,PNQ-GH2,900,23,2025-08,2,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,68,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,4,62,2025-16,,
2670,PNQ-GH2,900,23,2025-01,2,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,68,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,4,62,2025-09,,
2671,PNQ-GH2,900,23,2025-02,2,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,68,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,4,62,2025-10,0.8,124
2672,PNQ-GH2,900,23,2025-03,2,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,68,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,4,62,2025-11,0.5,62
2673,PNQ-GH2,900,23,2025-04,2,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,68,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,4,62,2025-12,0.5,62
2674,PNQ-GH2,893,24,2025-17,11,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,375,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,22,341,2025-25,,
2675,PNQ-GH2,893,24,2025-18,11,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,375,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,22,341,2025-26,,
2676,PNQ-GH2,893,24,2025-19,11,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,375,2025-06-02 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,22,341,2025-27,,
2677,PNQ-GH2,893,24,2025-20,11,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,375,2025-06-09 00:00:00+00,2025-07-07 00:00:00+00,PGM_SIMULATION,22,341,2025-28,,
2678,PNQ-GH2,893,24,2025-13,11,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,375,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,22,341,2025-21,4.6,372
2679,PNQ-GH2,893,24,2025-14,11,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,375,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,22,341,2025-22,,
2680,PNQ-GH2,893,24,2025-15,11,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,375,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,22,341,2025-23,,
2681,PNQ-GH2,893,24,2025-16,11,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,375,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,22,341,2025-24,,
2682,PNQ-GH2,893,24,2025-09,11,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,375,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,22,341,2025-17,4.9,291
2683,PNQ-GH2,893,24,2025-10,11,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,375,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,22,341,2025-18,5.1,217
2684,PNQ-GH2,893,24,2025-11,11,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,375,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,22,341,2025-19,4.4,248
2685,PNQ-GH2,893,24,2025-12,11,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,375,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,22,341,2025-20,0.5,93
2686,PNQ-GH2,893,24,2025-05,11,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,375,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,22,341,2025-13,0.3,10
2687,PNQ-GH2,893,24,2025-06,11,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,375,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,22,341,2025-14,2.9,248
2688,PNQ-GH2,893,24,2025-07,11,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,375,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,22,341,2025-15,4.4,230
2689,PNQ-GH2,893,24,2025-08,11,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,375,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,22,341,2025-16,2,93
2690,PNQ-GH2,893,24,2025-01,11,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,375,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,22,341,2025-09,,
2691,PNQ-GH2,893,24,2025-02,11,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,375,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,22,341,2025-10,3.6,279
2692,PNQ-GH2,893,24,2025-03,11,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,375,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,22,341,2025-11,4.6,233
2693,PNQ-GH2,893,24,2025-04,11,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,375,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,22,341,2025-12,5.9,279
2694,PNQ-GH2,887,26,2025-18,49,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,1671,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,98,1519,2025-24,,
2695,PNQ-GH2,887,26,2025-19,49,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,1671,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,98,1519,2025-25,,
2696,PNQ-GH2,887,26,2025-20,49,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,1671,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,98,1519,2025-26,,
2697,PNQ-GH2,887,26,2025-15,49,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,1671,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,98,1519,2025-21,88.5,2449
2698,PNQ-GH2,887,26,2025-16,49,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,1671,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,98,1519,2025-22,59,2030
2699,PNQ-GH2,887,26,2025-17,49,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,1671,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,98,1519,2025-23,,
2700,PNQ-GH2,887,26,2025-12,49,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,1671,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,98,1519,2025-18,118.7,2955
2701,PNQ-GH2,887,26,2025-13,49,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,1671,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,98,1519,2025-19,97.2,2511
2702,PNQ-GH2,887,26,2025-14,49,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,1671,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,98,1519,2025-20,110.1,2542
2703,PNQ-GH2,887,26,2025-09,49,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,1671,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,98,1519,2025-15,95.1,2202
2704,PNQ-GH2,887,26,2025-10,49,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,1671,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,98,1519,2025-16,43.7,937
2705,PNQ-GH2,887,26,2025-11,49,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,1671,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,98,1519,2025-17,104.8,2046
2706,PNQ-GH2,887,26,2025-06,49,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,1671,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,98,1519,2025-12,57.6,1452
2707,PNQ-GH2,887,26,2025-07,49,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,1671,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,98,1519,2025-13,53,1767
2708,PNQ-GH2,887,26,2025-08,49,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,1671,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,98,1519,2025-14,56.4,1457
2709,PNQ-GH2,887,26,2025-03,49,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,1671,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,98,1519,2025-09,,
2710,PNQ-GH2,887,26,2025-04,49,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,1671,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,98,1519,2025-10,61.7,1674
2711,PNQ-GH2,887,26,2025-05,49,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,1671,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,98,1519,2025-11,93.4,2604
2712,PNQ-GH1,910,12,2025-20,242,2025-05-27 00:00:00+00,2025-05-12 00:00:00+00,8252,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,485,7502,2025-26,,
2713,PNQ-GH1,910,12,2025-21,242,2025-05-27 00:00:00+00,2025-05-19 00:00:00+00,8252,2025-06-09 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,485,7502,2025-27,,
2714,PNQ-GH1,910,12,2025-22,242,2025-05-27 00:00:00+00,2025-05-26 00:00:00+00,8252,2025-06-16 00:00:00+00,2025-07-07 00:00:00+00,PGM_SIMULATION,485,7502,2025-28,,
2715,PNQ-GH1,910,12,2025-17,242,2025-05-27 00:00:00+00,2025-04-21 00:00:00+00,8252,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,485,7502,2025-23,,
2716,PNQ-GH1,910,12,2025-18,242,2025-05-27 00:00:00+00,2025-04-28 00:00:00+00,8252,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,485,7502,2025-24,,
2717,PNQ-GH1,910,12,2025-19,242,2025-05-27 00:00:00+00,2025-05-05 00:00:00+00,8252,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,485,7502,2025-25,,
2718,PNQ-GH1,910,12,2025-14,242,2025-05-27 00:00:00+00,2025-03-31 00:00:00+00,8252,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,485,7502,2025-20,15,4835
2719,PNQ-GH1,910,12,2025-15,242,2025-05-27 00:00:00+00,2025-04-07 00:00:00+00,8252,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,485,7502,2025-21,20,4836
2720,PNQ-GH1,910,12,2025-16,242,2025-05-27 00:00:00+00,2025-04-14 00:00:00+00,8252,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,485,7502,2025-22,13.2,5022
2721,PNQ-GH1,910,12,2025-11,242,2025-05-27 00:00:00+00,2025-03-10 00:00:00+00,8252,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,485,7502,2025-17,9,4743
2722,PNQ-GH1,910,12,2025-12,242,2025-05-27 00:00:00+00,2025-03-17 00:00:00+00,8252,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,485,7502,2025-18,9.7,4464
2723,PNQ-GH1,910,12,2025-13,242,2025-05-27 00:00:00+00,2025-03-24 00:00:00+00,8252,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,485,7502,2025-19,9.8,4867
2724,PNQ-GH1,910,12,2025-08,242,2025-05-27 00:00:00+00,2025-02-17 00:00:00+00,8252,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,485,7502,2025-14,54.6,5022
2725,PNQ-GH1,910,12,2025-09,242,2025-05-27 00:00:00+00,2025-02-24 00:00:00+00,8252,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,485,7502,2025-15,18.2,4929
2726,PNQ-GH1,910,12,2025-10,242,2025-05-27 00:00:00+00,2025-03-03 00:00:00+00,8252,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,485,7502,2025-16,5.1,2232
2727,PNQ-GH1,910,12,2025-05,242,2025-05-27 00:00:00+00,2025-01-27 00:00:00+00,8252,2025-02-17 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,485,7502,2025-11,3.3,2976
2728,PNQ-GH1,910,12,2025-06,242,2025-05-27 00:00:00+00,2025-02-03 00:00:00+00,8252,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,485,7502,2025-12,6.8,3162
2729,PNQ-GH1,910,12,2025-07,242,2025-05-27 00:00:00+00,2025-02-10 00:00:00+00,8252,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,485,7502,2025-13,47.9,4650
2730,PNQ-GH1,910,12,2025-02,242,2025-05-27 00:00:00+00,2025-01-06 00:00:00+00,8252,2025-01-27 00:00:00+00,2025-02-17 00:00:00+00,PGM_SIMULATION,485,7502,2025-08,,
2731,PNQ-GH1,910,12,2025-03,242,2025-05-27 00:00:00+00,2025-01-13 00:00:00+00,8252,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,485,7502,2025-09,,
2732,PNQ-GH1,910,12,2025-04,242,2025-05-27 00:00:00+00,2025-01-20 00:00:00+00,8252,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,485,7502,2025-10,4.6,3720
2733,PNQ-GH1,901,14,2025-18,17,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,580,2025-05-19 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,34,527,2025-24,,
2734,PNQ-GH1,901,14,2025-19,17,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,580,2025-05-26 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,34,527,2025-25,,
2735,PNQ-GH1,901,14,2025-20,17,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,580,2025-06-02 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,34,527,2025-26,,
2736,PNQ-GH1,901,14,2025-15,17,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,580,2025-04-28 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,34,527,2025-21,9.4,372
2737,PNQ-GH1,901,14,2025-16,17,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,580,2025-05-05 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,34,527,2025-22,8,372
2738,PNQ-GH1,901,14,2025-17,17,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,580,2025-05-12 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,34,527,2025-23,,
2739,PNQ-GH1,901,14,2025-12,17,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,580,2025-04-07 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,34,527,2025-18,4.6,186
2740,PNQ-GH1,901,14,2025-13,17,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,580,2025-04-14 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,34,527,2025-19,6,186
2741,PNQ-GH1,901,14,2025-14,17,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,580,2025-04-21 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,34,527,2025-20,5.7,186
2742,PNQ-GH1,901,14,2025-09,17,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,580,2025-03-17 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,34,527,2025-15,2.5,155
2743,PNQ-GH1,901,14,2025-10,17,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,580,2025-03-24 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,34,527,2025-16,6.6,558
2744,PNQ-GH1,901,14,2025-11,17,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,580,2025-03-31 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,34,527,2025-17,8.3,558
2745,PNQ-GH1,901,14,2025-06,17,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,580,2025-02-24 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,34,527,2025-12,7.6,372
2746,PNQ-GH1,901,14,2025-07,17,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,580,2025-03-03 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,34,527,2025-13,4.2,186
2747,PNQ-GH1,901,14,2025-08,17,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,580,2025-03-10 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,34,527,2025-14,4.8,217
2748,PNQ-GH1,901,14,2025-03,17,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,580,2025-02-03 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,34,527,2025-09,,
2749,PNQ-GH1,901,14,2025-04,17,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,580,2025-02-10 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,34,527,2025-10,19.3,744
