id,resource_tag,program_id,crop_id,group_tag,weekly_harvest_channels,alloc_date,seeding_date,target_seedlings,transplant_date,harvest_date,activity_status,seeding_rows,harvest_units,harvest_week_num,kg_harvested,units_harvested
2443,PNQ-GH4,897,3,2025-24,38,2025-05-15 00:00:00+00,2025-06-09 00:00:00+00,648,2025-07-07 00:00:00+00,2025-08-04 00:00:00+00,ALLOCATED,38,589,2025-32,,
2444,PNQ-GH3,905,42,2025-21,9,2025-05-15 00:00:00+00,2025-05-19 00:00:00+00,293,2025-06-16 00:00:00+00,2025-07-14 00:00:00+00,ALLOCATED,17,279,2025-29,,
2445,PNQ-GH3,905,42,2025-22,9,2025-05-15 00:00:00+00,2025-05-26 00:00:00+00,293,2025-06-23 00:00:00+00,2025-07-21 00:00:00+00,ALLOCATED,17,279,2025-30,,
2446,PNQ-GH3,905,42,2025-23,9,2025-05-15 00:00:00+00,2025-06-02 00:00:00+00,293,2025-06-30 00:00:00+00,2025-07-28 00:00:00+00,ALLOCATED,17,279,2025-31,,
2447,PNQ-GH3,905,42,2025-24,9,2025-05-15 00:00:00+00,2025-06-09 00:00:00+00,293,2025-07-07 00:00:00+00,2025-08-04 00:00:00+00,ALLOCATED,17,279,2025-32,,
2448,PNQ-GH1,910,12,2025-23,119,2025-05-27 00:00:00+00,2025-06-02 00:00:00+00,4058,2025-06-23 00:00:00+00,2025-07-14 00:00:00+00,ALLOCATED,239,3689,2025-27,,
2449,PNQ-GH1,910,12,2025-24,119,2025-05-27 00:00:00+00,2025-06-09 00:00:00+00,4058,2025-06-30 00:00:00+00,2025-07-21 00:00:00+00,ALLOCATED,239,3689,2025-28,,
2450,PNQ-GH1,910,12,2025-25,119,2025-05-27 00:00:00+00,2025-06-16 00:00:00+00,4058,2025-07-07 00:00:00+00,2025-07-28 00:00:00+00,ALLOCATED,239,3689,2025-29,,
2451,PNQ-GH3,895,9,2025-17,27,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,460,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,27,418,2025-25,,
2452,PNQ-GH3,895,9,2025-18,27,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,460,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,27,418,2025-26,,
2453,PNQ-GH3,895,9,2025-19,27,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,460,2025-06-02 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,27,418,2025-27,,
2454,PNQ-GH3,895,9,2025-20,27,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,460,2025-06-09 00:00:00+00,2025-07-07 00:00:00+00,PGM_SIMULATION,27,418,2025-28,,
2455,PNQ-GH3,895,9,2025-13,27,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,460,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,27,418,2025-21,7.4,144
2456,PNQ-GH3,895,9,2025-14,27,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,460,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,27,418,2025-22,17.7,369
2457,PNQ-GH3,895,9,2025-15,27,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,460,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,27,418,2025-23,,
2458,PNQ-GH3,895,9,2025-16,27,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,460,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,27,418,2025-24,,
2459,PNQ-GH3,895,9,2025-09,27,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,460,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,27,418,2025-17,16.8,320
2460,PNQ-GH3,895,9,2025-10,27,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,460,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,27,418,2025-18,11.9,304
2461,PNQ-GH3,895,9,2025-11,27,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,460,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,27,418,2025-19,11.9,288
2462,PNQ-GH3,895,9,2025-12,27,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,460,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,27,418,2025-20,9.4,288
2463,PNQ-GH3,895,9,2025-05,27,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,460,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,27,418,2025-13,19.2,272
2464,PNQ-GH3,895,9,2025-06,25,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,460,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,27,418,2025-14,21.8,272
2465,PNQ-GH3,895,9,2025-07,27,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,460,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,27,418,2025-15,21.2,304
2466,PNQ-GH3,895,9,2025-08,27,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,460,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,27,418,2025-16,10.7,208
2467,PNQ-GH3,895,9,2025-01,27,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,460,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,27,418,2025-09,,
2468,PNQ-GH3,895,9,2025-02,25,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,460,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,27,418,2025-10,20.6,263
2469,PNQ-GH3,895,9,2025-03,27,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,460,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,27,418,2025-11,22.8,272
2470,PNQ-GH3,895,9,2025-04,27,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,460,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,27,418,2025-12,18.3,291
2471,PNQ-GH3,899,8,2025-17,37,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,630,2025-05-15 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,37,573,2025-24,,
2472,PNQ-GH3,899,8,2025-18,37,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,630,2025-05-22 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,37,573,2025-25,,
2473,PNQ-GH3,899,8,2025-19,37,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,630,2025-05-29 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,37,573,2025-26,,
2474,PNQ-GH3,899,8,2025-20,37,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,630,2025-06-05 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,37,573,2025-27,,
2475,PNQ-GH3,899,8,2025-13,37,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,630,2025-04-17 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,37,573,2025-20,40,512
2476,PNQ-GH3,899,8,2025-14,37,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,630,2025-04-24 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,37,573,2025-21,50.3,512
2477,PNQ-GH3,899,8,2025-15,35,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,630,2025-05-01 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,37,573,2025-22,51.1,515
2478,PNQ-GH3,899,8,2025-16,37,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,630,2025-05-08 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,37,573,2025-23,,
2479,PNQ-GH3,899,8,2025-09,37,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,630,2025-03-20 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,37,573,2025-16,50.8,512
2480,PNQ-GH3,899,8,2025-10,37,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,630,2025-03-27 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,37,573,2025-17,51.2,464
2481,PNQ-GH3,899,8,2025-11,37,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,630,2025-04-03 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,37,573,2025-18,46.3,512
2482,PNQ-GH3,899,8,2025-12,36,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,630,2025-04-10 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,37,573,2025-19,35.8,464
2483,PNQ-GH3,899,8,2025-05,37,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,630,2025-02-20 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,37,573,2025-12,18.3,261
2484,PNQ-GH3,899,8,2025-06,37,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,630,2025-02-27 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,37,573,2025-13,49.7,512
2485,PNQ-GH3,899,8,2025-07,36,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,630,2025-03-06 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,37,573,2025-14,52,512
2486,PNQ-GH3,899,8,2025-08,37,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,630,2025-03-13 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,37,573,2025-15,49,512
2487,PNQ-GH3,899,8,2025-01,37,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,630,2025-01-23 00:00:00+00,2025-02-17 00:00:00+00,PGM_SIMULATION,37,573,2025-08,,
2488,PNQ-GH3,899,8,2025-02,36,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,630,2025-01-30 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,37,573,2025-09,,
2489,PNQ-GH3,899,8,2025-03,37,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,630,2025-02-06 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,37,573,2025-10,63.8,512
2490,PNQ-GH3,899,8,2025-04,37,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,630,2025-02-13 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,37,573,2025-11,22.8,272
2491,PNQ-GH3,891,5,2025-17,35,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,596,2025-05-15 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,35,542,2025-24,,
2492,PNQ-GH3,891,5,2025-18,35,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,596,2025-05-22 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,35,542,2025-25,,
2493,PNQ-GH3,891,5,2025-19,35,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,596,2025-05-29 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,35,542,2025-26,,
2494,PNQ-GH3,891,5,2025-20,34,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,596,2025-06-05 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,35,542,2025-27,,
2495,PNQ-GH3,891,5,2025-13,35,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,596,2025-04-17 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,35,542,2025-20,63.1,798
2496,PNQ-GH3,891,5,2025-14,35,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,596,2025-04-24 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,35,542,2025-21,85.3,864
2497,PNQ-GH3,891,5,2025-15,35,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,596,2025-05-01 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,35,542,2025-22,106.9,881
2498,PNQ-GH3,891,5,2025-16,35,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,596,2025-05-08 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,35,542,2025-23,,
2499,PNQ-GH3,891,5,2025-09,35,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,596,2025-03-20 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,35,542,2025-16,101.1,865
2500,PNQ-GH3,891,5,2025-10,34,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,596,2025-03-27 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,35,542,2025-17,100.2,864
2501,PNQ-GH3,891,5,2025-11,35,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,596,2025-04-03 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,35,542,2025-18,88.5,862
2502,PNQ-GH3,891,5,2025-12,35,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,596,2025-04-10 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,35,542,2025-19,79.6,798
2503,PNQ-GH3,891,5,2025-05,35,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,596,2025-02-20 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,35,542,2025-12,117.5,896
2504,PNQ-GH3,891,5,2025-06,35,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,596,2025-02-27 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,35,542,2025-13,96.9,864
2505,PNQ-GH3,891,5,2025-07,35,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,596,2025-03-06 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,35,542,2025-14,125.1,864
2506,PNQ-GH3,891,5,2025-08,35,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,596,2025-03-13 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,35,542,2025-15,128.9,864
2507,PNQ-GH3,891,5,2025-01,34,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,596,2025-01-23 00:00:00+00,2025-02-17 00:00:00+00,PGM_SIMULATION,35,542,2025-08,,
2508,PNQ-GH3,891,5,2025-02,35,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,596,2025-01-30 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,35,542,2025-09,,
2509,PNQ-GH3,891,5,2025-03,35,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,596,2025-02-06 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,35,542,2025-10,114.6,889
2510,PNQ-GH3,891,5,2025-04,33,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,596,2025-02-13 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,35,542,2025-11,104.1,864
2511,PNQ-GH3,889,6,2025-17,31,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,528,2025-05-15 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,31,480,2025-24,,
2512,PNQ-GH3,889,6,2025-18,31,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,528,2025-05-22 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,31,480,2025-25,,
2513,PNQ-GH3,889,6,2025-19,31,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,528,2025-05-29 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,31,480,2025-26,,
2514,PNQ-GH3,889,6,2025-20,31,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,528,2025-06-05 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,31,480,2025-27,,
2515,PNQ-GH3,889,6,2025-13,31,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,528,2025-04-17 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,31,480,2025-20,62.3,800
2516,PNQ-GH3,889,6,2025-14,31,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,528,2025-04-24 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,31,480,2025-21,82.1,736
2517,PNQ-GH3,889,6,2025-15,31,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,528,2025-05-01 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,31,480,2025-22,96.3,768
2518,PNQ-GH3,889,6,2025-16,30,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,528,2025-05-08 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,31,480,2025-23,,
2519,PNQ-GH3,889,6,2025-09,31,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,528,2025-03-20 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,31,480,2025-16,84.2,765
2520,PNQ-GH3,889,6,2025-10,31,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,528,2025-03-27 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,31,480,2025-17,88.3,768
2521,PNQ-GH3,889,6,2025-11,31,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,528,2025-04-03 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,31,480,2025-18,59.1,773
2522,PNQ-GH3,889,6,2025-12,30,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,528,2025-04-10 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,31,480,2025-19,67.2,740
2523,PNQ-GH3,889,6,2025-05,31,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,528,2025-02-20 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,31,480,2025-12,103.3,800
2524,PNQ-GH3,889,6,2025-06,31,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,528,2025-02-27 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,31,480,2025-13,87.3,752
2525,PNQ-GH3,889,6,2025-07,31,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,528,2025-03-06 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,31,480,2025-14,105.4,768
2526,PNQ-GH3,889,6,2025-08,31,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,528,2025-03-13 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,31,480,2025-15,100.5,771
2527,PNQ-GH3,889,6,2025-01,31,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,528,2025-01-23 00:00:00+00,2025-02-17 00:00:00+00,PGM_SIMULATION,31,480,2025-08,,
2528,PNQ-GH3,889,6,2025-02,31,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,528,2025-01-30 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,31,480,2025-09,,
2529,PNQ-GH3,889,6,2025-03,31,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,528,2025-02-06 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,31,480,2025-10,105.4,1030
2530,PNQ-GH3,889,6,2025-04,-17,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,528,2025-02-13 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,31,480,2025-11,102.1,768
2531,PNQ-GH3,905,42,2025-17,9,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,293,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,17,279,2025-25,,
2532,PNQ-GH3,905,42,2025-18,9,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,293,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,17,279,2025-26,,
2533,PNQ-GH3,905,42,2025-19,9,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,293,2025-06-02 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,17,279,2025-27,,
2534,PNQ-GH3,905,42,2025-20,9,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,293,2025-06-09 00:00:00+00,2025-07-07 00:00:00+00,PGM_SIMULATION,17,279,2025-28,,
2535,PNQ-GH3,905,42,2025-13,9,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,293,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,17,279,2025-21,11.4,144
2536,PNQ-GH3,905,42,2025-14,9,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,293,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,17,279,2025-22,21.4,179
2537,PNQ-GH3,905,42,2025-15,9,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,293,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,17,279,2025-23,,
2538,PNQ-GH3,905,42,2025-16,9,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,293,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,17,279,2025-24,,
2539,PNQ-GH3,905,42,2025-09,9,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,293,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,17,279,2025-17,19.1,192
2540,PNQ-GH3,905,42,2025-10,9,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,293,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,17,279,2025-18,8.1,96
2541,PNQ-GH3,905,42,2025-11,9,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,293,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,17,279,2025-19,16.4,192
2542,PNQ-GH3,905,42,2025-12,9,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,293,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,17,279,2025-20,9.1,176
2543,PNQ-GH3,905,42,2025-05,9,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,293,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,17,279,2025-13,24,224
2544,PNQ-GH3,905,42,2025-06,9,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,293,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,17,279,2025-14,21.7,202
2545,PNQ-GH3,905,42,2025-07,9,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,293,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,17,279,2025-15,28.5,211
2546,PNQ-GH3,905,42,2025-08,9,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,293,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,17,279,2025-16,16.9,161
2547,PNQ-GH3,905,42,2025-01,9,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,293,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,17,279,2025-09,,
2548,PNQ-GH3,905,42,2025-02,9,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,293,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,17,279,2025-10,26.5,192
2549,PNQ-GH3,905,42,2025-03,9,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,293,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,17,279,2025-11,30.4,192
2550,PNQ-GH3,905,42,2025-04,9,2025-05-15 00:00:00+00,2025-01-20 00:00:00+00,293,2025-02-17 00:00:00+00,2025-03-17 00:00:00+00,PGM_SIMULATION,17,279,2025-12,34.2,208
2551,PNQ-GH2,890,4,2025-17,38,2025-05-15 00:00:00+00,2025-04-21 00:00:00+00,648,2025-05-19 00:00:00+00,2025-06-16 00:00:00+00,PGM_SIMULATION,38,589,2025-25,,
2552,PNQ-GH2,890,4,2025-18,38,2025-05-15 00:00:00+00,2025-04-28 00:00:00+00,648,2025-05-26 00:00:00+00,2025-06-23 00:00:00+00,PGM_SIMULATION,38,589,2025-26,,
2553,PNQ-GH2,890,4,2025-19,38,2025-05-15 00:00:00+00,2025-05-05 00:00:00+00,648,2025-06-02 00:00:00+00,2025-06-30 00:00:00+00,PGM_SIMULATION,38,589,2025-27,,
2554,PNQ-GH2,890,4,2025-20,38,2025-05-15 00:00:00+00,2025-05-12 00:00:00+00,648,2025-06-09 00:00:00+00,2025-07-07 00:00:00+00,PGM_SIMULATION,38,589,2025-28,,
2555,PNQ-GH2,890,4,2025-13,38,2025-05-15 00:00:00+00,2025-03-24 00:00:00+00,648,2025-04-21 00:00:00+00,2025-05-19 00:00:00+00,PGM_SIMULATION,38,589,2025-21,47.8,649
2556,PNQ-GH2,890,4,2025-14,38,2025-05-15 00:00:00+00,2025-03-31 00:00:00+00,648,2025-04-28 00:00:00+00,2025-05-26 00:00:00+00,PGM_SIMULATION,38,589,2025-22,44.8,662
2557,PNQ-GH2,890,4,2025-15,38,2025-05-15 00:00:00+00,2025-04-07 00:00:00+00,648,2025-05-05 00:00:00+00,2025-06-02 00:00:00+00,PGM_SIMULATION,38,589,2025-23,,
2558,PNQ-GH2,890,4,2025-16,38,2025-05-15 00:00:00+00,2025-04-14 00:00:00+00,648,2025-05-12 00:00:00+00,2025-06-09 00:00:00+00,PGM_SIMULATION,38,589,2025-24,,
2559,PNQ-GH2,890,4,2025-09,38,2025-05-15 00:00:00+00,2025-02-24 00:00:00+00,648,2025-03-24 00:00:00+00,2025-04-21 00:00:00+00,PGM_SIMULATION,38,589,2025-17,21.6,414
2560,PNQ-GH2,890,4,2025-10,38,2025-05-15 00:00:00+00,2025-03-03 00:00:00+00,648,2025-03-31 00:00:00+00,2025-04-28 00:00:00+00,PGM_SIMULATION,38,589,2025-18,50.1,640
2561,PNQ-GH2,890,4,2025-11,38,2025-05-15 00:00:00+00,2025-03-10 00:00:00+00,648,2025-04-07 00:00:00+00,2025-05-05 00:00:00+00,PGM_SIMULATION,38,589,2025-19,52.5,704
2562,PNQ-GH2,890,4,2025-12,38,2025-05-15 00:00:00+00,2025-03-17 00:00:00+00,648,2025-04-14 00:00:00+00,2025-05-12 00:00:00+00,PGM_SIMULATION,38,589,2025-20,50.3,656
2563,PNQ-GH2,890,4,2025-05,38,2025-05-15 00:00:00+00,2025-01-27 00:00:00+00,648,2025-02-24 00:00:00+00,2025-03-24 00:00:00+00,PGM_SIMULATION,38,589,2025-13,51.1,672
2564,PNQ-GH2,890,4,2025-06,38,2025-05-15 00:00:00+00,2025-02-03 00:00:00+00,648,2025-03-03 00:00:00+00,2025-03-31 00:00:00+00,PGM_SIMULATION,38,589,2025-14,57.6,640
2565,PNQ-GH2,890,4,2025-07,38,2025-05-15 00:00:00+00,2025-02-10 00:00:00+00,648,2025-03-10 00:00:00+00,2025-04-07 00:00:00+00,PGM_SIMULATION,38,589,2025-15,69.1,688
2566,PNQ-GH2,890,4,2025-08,38,2025-05-15 00:00:00+00,2025-02-17 00:00:00+00,648,2025-03-17 00:00:00+00,2025-04-14 00:00:00+00,PGM_SIMULATION,38,589,2025-16,55.5,579
2567,PNQ-GH2,890,4,2025-01,38,2025-05-15 00:00:00+00,2024-12-30 00:00:00+00,648,2025-01-27 00:00:00+00,2025-02-24 00:00:00+00,PGM_SIMULATION,38,589,2025-09,,
2568,PNQ-GH2,890,4,2025-02,38,2025-05-15 00:00:00+00,2025-01-06 00:00:00+00,648,2025-02-03 00:00:00+00,2025-03-03 00:00:00+00,PGM_SIMULATION,38,589,2025-10,78.6,659
2569,PNQ-GH2,890,4,2025-03,38,2025-05-15 00:00:00+00,2025-01-13 00:00:00+00,648,2025-02-10 00:00:00+00,2025-03-10 00:00:00+00,PGM_SIMULATION,38,589,2025-11,80.6,672
